"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","kr1_new","kr2_new","kr3_new","Kr1","Kr2","Kr3","Kx"
"352",352,0.33473135487536,0.639304226374257,11.4,0.0267169185525348,11.0461347108869,0.085889461265523,0.0144,0.931,"PI_571629",352,136,NA,NA,NA,NA,NA,NA,NA
"353",353,0.296937431916069,0.57147698398498,11.6,0.0236672027645613,9.79893525323027,0.0868119700818635,0.0017,0.75,"PI_571749",353,137,0.000145174566980405,5.68854651215021e-05,5.08272358844165e-05,0.000521277706350499,0.000204258400076511,0.000182505141865108,6.82963576261105
"354",354,0.219961593692936,0.445316807556712,9.8,0.0229954299860996,7.25873259186688,0.072541292265599,0.0048,0.47,"PI_572049",354,138,0.000150859942777037,5.65239874596494e-05,5.04556663457791e-05,0.000422107330130921,0.000158154570363379,0.000141175359204996,2.0408129206808
"355",355,0.252943248818667,0.504941797470972,9,0.0279998387391451,8.347127211016,0.0741033418010071,0.0448,0.6,"PI_571770",355,139,0.000144626187002245,5.68363820615593e-05,5.08806083264797e-05,0.000458847242866471,0.000180321543034576,0.000161425999882108,1.98242142311861
"356",356,0.312094256871606,0.631287555320161,10.5,0.0303993617570053,10.299110476763,0.092359111494165,0.1083,0.946,"PI_571913",356,140,0.000131420646844774,5.49440110945779e-05,4.94599448790683e-05,0.000521279560995653,0.000217935238262456,0.000196182707758871,7.27468027271209
"357",357,0.318654756268644,0.59867932304611,9.3,0.0301101684706952,10.5156069568653,0.0845208571309422,0.1459,0.807,"PI_571986",357,141,0.000141543011413834,5.83687841306613e-05,5.21339184841093e-05,0.000532430049666847,0.000219560784550639,0.000196107632094004,5.21992227218974
"358",358,0.275818894925504,0.521684725372654,10.2,0.0241044931810931,9.10202353254162,0.08446390775683,0.0391,0.616,"PI_571522",358,142,0.000156253581313797,6.00179188494146e-05,5.32783834976481e-05,0.000512174520455299,0.000196729243240133,0.000174638112541821,5.15410546252057
"359",359,0.280397114620312,0.562777342074885,10.4,0.0271519449475551,9.25310478247029,0.0885622715011042,0.059,0.748,"PI_571523",359,143,0.00014189957351862,5.66563210080196e-05,5.07239784114468e-05,0.000501761762939773,0.000200338695922404,0.000179361728861763,5.846957892665
"360",360,0.223550111006135,0.461119294728351,9.3,0.0255450735185179,7.37715366320244,0.0871438980801728,0.0075,0.511,"PI_572146",360,144,0.000149260101277708,5.66680511144544e-05,5.06635435155765e-05,0.000432450989552482,0.000164184229882446,0.000146787382160368,4.42996308976023
"361",361,0.283220923164789,0.538202560777306,10,0.0254981637612517,9.34629046443803,0.0933738808092846,0.0647,0.658,"PI_503720",361,145,0.000148595847140686,5.82709602573441e-05,5.19467142880827e-05,0.000502495642914549,0.00019705061885101,0.000175664381581102,8.00656446522594
"362",362,0.28490177426065,0.616749798532298,11.6,0.0286075882992799,9.40175855060146,0.0893874438548079,0.0971,0.941,"PI_571439",362,146,0.000116958595636942,4.89141257090258e-05,4.44633790529222e-05,0.000453232484611268,0.000189549734305182,0.000172302408836408,6.06714841023672
"363",363,0.24785844353879,0.487297829969627,8.7,0.0275217685552686,8.17932863678007,0.0716726067642962,0.0788,0.553,"PI_571822",363,147,0.000144205052546164,5.6651045784168e-05,5.06946561772851e-05,0.000441524515740789,0.000173453184298495,0.000155216014446901,1.69969985554303
"364",364,0.317654267908148,0.585236223702668,10.2,0.026233525077894,10.4825908409689,0.0954446025246042,0.0831,0.759,"PI_571819",364,148,0.000151976672057813,6.05679263537262e-05,5.37926564327305e-05,0.00055884066129607,0.000222717207572305,0.000197803539758416,9.75562139077752
"365",365,0.325572099694065,0.608697550116585,10.3,0.0274879078080116,10.7438792899042,0.0923720851847796,0.0817,0.831,"PI_487903",365,149,0.000146835259205137,5.91410850806028e-05,5.27009720592788e-05,0.000561580186028493,0.000226188598986924,0.000201558003528193,8.70312668715591
"366",366,0.374241031850956,0.728219932700414,13.7,0.025837875974413,12.3499540510815,0.0890979580583741,0.0122,1.226,"PI_571543",366,150,0.000129279403090646,5.38382271073074e-05,4.84729503851279e-05,0.000591523181054213,0.000246339003735219,0.000221789961288647,8.38045978970891
"367",367,0.2705758189903,0.534939798182214,10.9,0.0242535760726526,8.92900202667992,0.0818658032742689,0.0639,0.669,"PI_488408",367,151,0.000144648129154044,5.66572494606272e-05,5.06138137108265e-05,0.000486180570416976,0.000190432147461027,0.000170119399157264,4.36839579876994
"368",368,0.314127465715711,0.584419804485789,10.2,0.0264992488990272,10.3662063686185,0.0751664517805886,0.0431,0.763,"PI_571676",368,152,0.00015113407280133,5.98008667237127e-05,5.32008470037013e-05,0.000554967024974495,0.000219589854765451,0.000195354464023334,3.04384098255182
"369",369,0.329942390539404,0.645004667612735,11,0.0286420251884846,10.8880988878003,0.0865105390301649,0.1275,0.965,"PI_571994",369,153,NA,NA,NA,NA,NA,NA,NA
"370",370,0.292073705590311,0.57619199169174,12.7,0.0223715185906636,9.63843228448028,0.086773933944666,0.004,0.775,"PI_571550",370,154,NA,NA,NA,NA,NA,NA,NA
"371",371,0.231248915411244,0.454514153941635,8.2,0.0272274681134623,7.63121420857106,0.0683498007373337,0.066,0.481,"PI_571447",371,155,0.000155596508854733,5.96736242246698e-05,5.30540796551019e-05,0.000444351989353841,0.000170415736389956,0.000151511663157503,1.47802221295388
"372",372,0.286572766737208,0.555662298161641,9,0.0298988368249371,9.45690130232785,0.0820475530222955,0.0904,0.712,"PI_571853",372,156,0.00014095112135925,5.69835491307313e-05,5.10388300531759e-05,0.000492106764021265,0.000198948328291045,0.000178193357063714,3.72475416806944
"373",373,0.190492327994993,0.42856131921587,8.3,0.0286830109904671,6.28624682383478,0.0805071279850133,0.0074,0.462,"PI_572073",373,157,0.000142048004862007,5.42900111980636e-05,4.88360837323735e-05,0.000382496950286327,0.000146188351849383,0.000131502396740503,2.40241949863913
"374",374,0.317152840179743,0.572589890558072,9.4,0.0271741542955668,10.4660437259315,0.0854357059023455,0.123,0.714,"PI_515087",374,158,0.000156533891762192,6.23651293464222e-05,5.5173223841397e-05,0.000563160164626433,0.000224370301627951,0.000198496066709286,5.63069549548749
"375",375,0.259772392434153,0.579497135388864,10.9,0.0293325452252028,8.57248895032705,0.0731228050112264,0.0603,0.844,"PI_571465",375,159,0.000117994855135236,4.8489387634043e-05,4.41482933361599e-05,0.000429629637717331,0.000176554121944322,0.00016074781608159,2.10652199299248
"376",376,0.347331897273568,0.647958902922415,11.3,0.0266041597919333,11.4619526100278,0.100541752560625,0.0027,0.94,"PI_498684",376,160,0.000147522823540321,5.93246976882745e-05,5.28995441958605e-05,0.000600601684372511,0.000241525429770052,0.000215367050223846,13.421583321265
"377",377,0.293161507141752,0.552214515350757,10.3,0.0251507774960199,9.67432973567782,0.0827268119731825,0.0295,0.689,"PI_488492",377,161,0.000155161721842066,6.04006733761822e-05,5.36466646739809e-05,0.000538359370833572,0.000209570170598027,0.000186136015367251,5.12792296312411
"378",378,0.249139374258344,0.501462670679677,9,0.0280359218245926,8.22159935052535,0.0725631894058,0.0452,0.594,"PI_583344",378,162,NA,NA,NA,NA,NA,NA,NA
"379",379,0.300136132096775,0.61597514911811,11,0.0287126379110305,9.90449235919357,0.0928060631091333,0.1722,0.909,"PI_234767",379,163,0.000123900477479395,5.21120430084175e-05,4.70467287522956e-05,0.000479530284190474,0.000201688510826994,0.000182084295942865,8.07166159653948
"380",380,0.306433380075047,0.580868728160518,10.3,0.0266442085519875,10.1123015424766,0.0824568867418402,0.0602,0.766,"PI_586784",380,164,0.000148379336527192,5.89043312663538e-05,5.24915786101447e-05,0.000541540933755896,0.000214983482894884,0.00019157882195847,4.71897476833421
"381",381,0.317654267908148,0.602125369307205,9.6,0.029632406395735,10.4825908409689,0.0902107188104487,0.1052,0.822,"PI_498703",381,165,0.00013551980250466,5.62277686320777e-05,5.04703874161917e-05,0.000512707362688964,0.000212724564472757,0.00019094286405233,6.5984210578484
"382",382,0.271163389321744,0.553078476007359,9.8,0.0287668455801648,8.94839184761755,0.0843465968576238,0.14,0.73,"PI_498686",382,166,0.000130318182351587,5.34651917396955e-05,4.81437092508098e-05,0.000452868005798906,0.000185796596652095,0.000167303941834875,4.43599409426305
"383",383,0.278117425456696,0.536425332278544,9.8,0.0263579496756988,9.17787504007098,0.0865527496009228,0.1322,0.661,"PI_583923",383,167,0.00014127620886583,5.65229959132035e-05,5.04877436911925e-05,0.000476165777899518,0.000190508483588927,0.000170166908795942,5.53690015227364
"384",384,0.244626774091784,0.457306893915618,7.7,0.0276207947823161,8.07268354502887,0.0784293108177336,0.1577,0.469,"PI_583926",384,168,0.000150852434914739,5.90398915848238e-05,5.2462097197904e-05,0.000433450932219146,0.000169641915690808,0.000150741649940588,2.88856217589869
"385",385,0.249777376261388,0.492495820563026,8.5,0.0285551110943104,8.2426534166258,0.0776164621546162,0.1266,0.567,"PI_583927",385,169,0.000149431719817635,5.87326527052047e-05,5.23365197844252e-05,0.000462407865191075,0.000181744816880689,0.000161952351311897,2.62979925229072
"386",386,0.243975303496827,0.485662048818094,9.9,0.0244128025577037,8.05118501539529,0.0754529816468569,0.0321,0.553,"PI_583928",386,170,0.000147877214551753,5.6754568371583e-05,5.07011614170039e-05,0.000451248007743308,0.000173186829259928,0.000154714829793388,2.62183764120659
"387",387,0.240691502312504,0.474053562000916,8.6,0.0271351232195828,7.94281957631262,0.0895267280874344,0.1771,0.524,"PI_583932",387,171,0.000140951054658435,5.61236609184772e-05,5.01991691658239e-05,0.000419832072008197,0.000167168049286246,0.000149521557359391,5.78439478339387
"388",388,0.325082885143187,0.644757870332756,11.4,0.028041665367506,10.7277352097252,0.0943477762274114,0.05,0.974,"PI_218180",388,172,0.000136698067147757,5.60825413766354e-05,5.03186161949851e-05,0.000553782075131038,0.000227197844052947,0.000203847415516572,9.44126821225595
"389",389,0.297472937187728,0.546711060000234,9.3,0.0267997981518824,9.81660692719501,0.0889486325957796,0.0283,0.661,"PI_218186",389,173,0.000158059715325107,6.1518074333895e-05,5.4576484641099e-05,0.000542948857446609,0.000211319931224741,0.000187474967409549,6.83509715851699
"390",390,0.385965058954841,0.685205868422835,9.5,0.0314990325755783,12.7368469455098,0.112674581782064,0.1062,1.007,"PI_311229",390,174,0.000136193424020041,5.79694969799267e-05,5.19398913006194e-05,0.000586350204185924,0.000249574651899004,0.000223615538625648,24.8236100870418
"391",391,0.309533965408194,0.567844974182373,9,0.028701223197131,10.2146208584704,0.0907017990800842,0.1325,0.712,"PI_476869",391,175,0.000147463318387538,5.9837923086638e-05,5.32644594597178e-05,0.000526130716369078,0.000213494241712868,0.000190040943869884,7.18401026707957
"392",392,0.33042441035892,0.587678676241884,10.2,0.0252210064591141,10.9040055418444,0.108598221877464,0.0218,0.742,"PI_503563",392,176,0.000161548373297923,6.30119327960785e-05,5.56965956755185e-05,0.000596516402974276,0.000232671185284271,0.000205659346683747,20.1372485097028
"393",393,0.352787705990249,0.624188513743212,10.7,0.0253645614722395,11.6419942976782,0.10766989780324,0.0355,0.834,"PI_503566",393,177,0.000153671131312941,6.12533124445085e-05,5.43443026839585e-05,0.00060268159565788,0.000240228882080718,0.000213132491292623,20.6850550114548
"394",394,0.290434364080259,0.552790639154137,10.7,0.0245192780442876,9.58433401464855,0.0839096720802336,0.0239,0.696,"PI_508270",394,178,0.000147407234257295,5.76552612480014e-05,5.14243167049752e-05,0.000511987486269806,0.000200253212980505,0.000178611360396104,5.50626968985238
"395",395,0.287127603203875,0.54990398423234,10,0.0262776381028465,9.47521090572787,0.0983618899402566,0.0813,0.69,"PI_608619",395,179,0.000145987992982982,5.78357393979792e-05,5.16176034671025e-05,0.000504410214548422,0.000199831075982406,0.000178346492114263,10.0196077360183
"396",396,0.337100325374529,0.64525137049711,11,0.0280137313747801,11.1243107373595,0.0992128051648058,0.1625,0.952,"NSL_106891",396,180,0.000131762639883957,5.50525060341506e-05,4.94098856909594e-05,0.000534196565395712,0.000223195737925183,0.000200319235072634,12.2617028059296
"397",397,0.292073705590311,0.569524164563087,10.7,0.025929949436708,9.63843228448028,0.0897670134728152,0.0153,0.751,"PI_540761",397,181,0.000142029576287138,5.63092348661149e-05,5.04341977388483e-05,0.000508242309077868,0.000201498422363131,0.000180475037561619,7.21135274254374
"398",398,0.278117425456696,0.552214515350757,9.8,0.0279690908055164,9.17787504007098,0.0832854221353251,0.1051,0.715,"PI_401757",398,182,0.000136796288603856,5.51817758215911e-05,4.95255950347055e-05,0.00047463744917771,0.000191462338520768,0.000171837279623522,4.31385637282243
"399",399,0.294245287204385,0.569803548521301,10.2,0.0270155158153839,9.71009447774471,0.0951191316480677,0.0311,0.747,"Ames_19097",399,183,0.000146079654307888,5.79368844928713e-05,5.17578014626243e-05,0.000522991644333276,0.000207424549517419,0.000185302312099951,9.43649957192476
"400",400,0.307987574559055,0.552790639154137,9.2,0.0266090287603349,10.1635899604488,0.0909292186645993,0.0485,0.662,"PI_213706",400,184,0.000160048123133299,6.24007829306456e-05,5.52359813464004e-05,0.000555892908906967,0.00021673576710736,0.00019185036191526,7.54871774320763
"401",401,0.206527297829192,0.420690262209844,8,0.0267703705475815,6.81540082836335,0.0736051762397647,0.0116,0.422,"PI_222609",401,185,0.000152197959547038,5.74194300198225e-05,5.12740786259258e-05,0.000402301042404176,0.000151775336673216,0.000135531483739428,1.91199811173617
"402",402,0.281530036869539,0.50933540740831,9.4,0.0242346138871033,9.29049121669478,0.0899211239433842,0.0212,0.566,"Ames_1903",402,186,0.000169611369341475,6.42918167755604e-05,5.66319560866727e-05,0.000542798572424741,0.000205749806158977,0.000181236346577562,7.07299026253224
"403",403,0.339921297780407,0.649920932857136,11.1,0.0279278950519576,11.2174028267534,0.097644670519147,0.131,0.963,"PI_221881",403,187,0.000134996943854597,5.62217485198827e-05,5.03841324647796e-05,0.000551269963586258,0.000229585651158843,0.000205747316021469,11.3380186480568
"404",404,0.380566680377598,0.687987500435362,11.4,0.0269667386015582,12.5587004524607,0.100184447089007,0.0971,1.032,"PI_221888",404,188,NA,NA,NA,NA,NA,NA,NA
"405",405,0.341323041037764,0.65114419938813,12.2,0.0253951769139644,11.2636603542462,0.0857179871974288,0.0599,0.966,"PI_596543",405,189,0.00014137438399405,5.72952632841128e-05,5.1171004355984e-05,0.000578399315104172,0.000234409799752965,0.000209353866213411,6.47028515039978
"406",406,0.274082347369134,0.470346011886711,7.8,0.0251620082714843,9.04471746318142,0.0871875425135951,0.1304,0.458,"PI_401754",406,190,0.000170928623918222,6.53843698941792e-05,5.73842690309002e-05,0.00050514043117592,0.00019322854208616,0.000169586074798405,5.85345186123696
"407",407,0.339921297780407,0.693746746233733,12.1,0.0292417725994484,11.2174028267534,0.0897714160240096,0.0462,1.15,"PI_360877",407,191,0.000124598339486616,5.26634994557072e-05,4.76090758338033e-05,0.00054311660653264,0.000229557000762355,0.000207525074680373,7.34890425596158
"408",408,0.316650618423356,0.605288921918734,10.2,0.0282978728917037,10.4494704079708,0.0910253537621686,0.149,0.836,"PI_275835",408,192,0.000139362407728601,5.73719793575642e-05,5.12850710016579e-05,0.000530015090271736,0.0002181938107548,0.000195044431131464,7.4109092260422
"409",409,0.208062837914404,0.455563437725013,9.3,0.0266129677215708,6.86607365117533,0.0828326761048374,0.0263,0.515,"PI_483312",409,193,0.000140376089108546,5.3697859251989e-05,4.82963364764579e-05,0.000401811043291049,0.000153704188409563,0.000138242926341504,3.53056235677113
"410",410,0.238031846064166,0.457306893915618,9.3,0.0235779621345648,7.85505092011747,0.0863494295461347,0.0253,0.479,"PI_401755",410,194,0.000162306750962347,6.0775057482786e-05,5.38348179271598e-05,0.000466363122012931,0.000174627644137628,0.000154685948752263,5.30042222499441
"411",411,0.23534213434058,0.476063692128332,8,0.030090194723469,7.76629043323914,0.0789296257890377,0.2493,0.538,"PI_586765",411,195,0.000135280129550389,5.5006783532555e-05,4.92796977099262e-05,0.000404649435915866,0.000164536092639561,0.000147405254169264,2.70964668901393
"412",412,0.294431983404187,0.5545,9.06331324962356,0.0286945854604126,9.954524552,0.0912750431682746,0.108090215260609,0.693601005597417,"cluster_1",412,196,0.000146996527377705,5.92222996122178e-05,5.27969766730417e-05,0.000512139760458927,0.000206332046601995,0.000183946052798988,7.58875425760024
"413",413,0.292536633014478,0.5545,9.10763931162252,0.028763037052996,9.80308419,0.0825728863293152,0.0480660640588793,0.697096062597417,"cluster_2",413,197,0.000147684118600762,5.87065800676939e-05,5.2417673805286e-05,0.000514535346331275,0.000204535266169775,0.000182624551649952,4.60635954167497
"414",414,0.29082630547085,0.5545,9.1475480462899,0.0288245214121714,10.19080487,0.088547349233657,0.0505013905274708,0.700230560597417,"cluster_3",414,198,0.000147634482466989,5.87125040570018e-05,5.24280318726012e-05,0.00051436241273812,0.000204555905504046,0.000182660639428407,6.14529537343001
"415",415,0.299002398586538,0.5545,8.95598763197724,0.02852813245311,10.44534349,0.0873927244673975,0.0427137406203482,0.685080247597417,"cluster_4",415,199,NA,NA,NA,NA,NA,NA,NA
"416",416,0.293099929700609,0.5545,9.09447666268501,0.0287427281409084,7.81968,0.0848894804026364,0.0508659823681871,0.696059691597417,"cluster_5",416,200,0.00014782878058547,5.8753273907207e-05,5.24718237559172e-05,0.000515039352483784,0.000204697948732485,0.000182813211499541,4.08226681884287
"417",417,0.304336903132773,0.5545,8.82991893995353,0.0283313016312405,9.769734398,0.0826346389988795,0.0454501404980823,0.674968980597417,"cluster_6",417,201,0.000153057847608505,6.08220159696856e-05,5.40888607113601e-05,0.00053325755926985,0.000211905500388496,0.000188447010704102,4.56921147976268
"418",418,0.302541835254768,0.5545,8.87243880762636,0.0283978475600936,10.02844364,0.0892180694174125,0.125144180116313,0.678391395597417,"cluster_7",418,202,0.000147159179096855,5.92402341879991e-05,5.27683255189361e-05,0.000512706443318512,0.00020639453113485,0.00018384623142591,6.73562920622015
"419",419,0.316620524629561,0.62138647,10.0824318607631,0.0302274242543081,9.920716519,0.0751377900459792,0.0557475840768769,0.898095223838888,"CONICO",419,203,0.000134485472681115,5.54669477577935e-05,4.98860314336194e-05,0.000525069793700018,0.000216558846362623,0.000194769351002484,2.55298882589826
"420",420,0.465481905387959,0.859417738,11.979858186077,0.0328831799586638,11.73968087,0.11437933611133,0.0554029544754701,1.63967714104888,"GORDO",420,204,NA,NA,NA,NA,NA,NA,NA
"421",421,0.477767823499349,0.894420504,12.4397289970736,0.0334937104014618,11.4134055,0.112970161761618,0.0638271457014589,1.7961300280639,"JALA",421,205,NA,NA,NA,NA,NA,NA,NA
"422",422,0.510700406150735,0.93915315,12.6753483536029,0.0338020488192326,13.40379719,0.115453419176554,0.0865342798184684,1.95153767217184,"NALTEL",422,206,0.000112925281760417,5.23160044412058e-05,4.75025194374482e-05,0.000666357777016692,0.000308710112371461,0.000280306347361495,25.1784874545618
"423",423,0.398954684919849,0.75082691,11.1045935042933,0.0316870874151413,11.62670478,0.0907781499885068,0.0305293969126656,1.27101364337472,"PALOME",423,207,0.000130822938944837,5.61676310784996e-05,5.05767524881871e-05,0.000617168283289549,0.000264975551908179,0.000238600109118911,7.78831764894966
"424",424,0.455336648679445,0.8270477,11.5214467950468,0.0322625324694775,13.18281721,0.101653880214754,0.0328368231664068,1.49752318459073,"REVENT",424,208,0.000124789076812608,5.50690296185066e-05,4.97207729347581e-05,0.000648465683553415,0.000286165879629139,0.00025837369609168,14.81205091438
"425",425,0.436892790545299,0.817158705,11.6989375443289,0.0325043118671094,11.33038684,0.106731221407383,0.0583270564083607,1.49814083515921,"TABLON",425,209,0.000121635841075089,5.40267623601744e-05,4.88654409621833e-05,0.000624522144543856,0.000277392824300102,0.00025089274439221,15.3394970110205
"426",426,0.477726356013474,0.873869623,12.0249194165294,0.0329435277912955,12.333088,0.114885995928103,0.0494519239055989,1.68208927844326,"ZAPCHI",426,210,0.000123562572592853,5.52248530734254e-05,4.98680069719093e-05,0.000678443136172534,0.000303222260006338,0.000273809506671382,23.5118114798966
"427",427,0.359191310993813,0.6831611,10.5049871509526,0.0308396178263587,10.14583333,0.101312757115295,0.264436756823031,1.06088659296235,"TBL_MT",427,211,0.000119367960388463,5.28267007626747e-05,4.76600006924943e-05,0.000512378349924412,0.000226754798194122,0.000204577111251175,11.4223659334041
"428",428,0.406364159344072,0.801566516,12.0057223431319,0.0329178324602859,11.21666667,0.102395011651306,0.180231180669803,1.49972423193079,"TBL_WT",428,212,0.000111119243982117,5.05708775804122e-05,4.59808245526445e-05,0.000559639955435573,0.000254694710485921,0.000231577408929044,12.4557312266734
"429",429,0.234664889384407,0.4846779,8.82635931164025,0.0283257231875746,7,0.0825169706507982,0.0265486768850195,0.564999908091992,"AMES19907_obs",429,213,0.000138963445708665,5.44065112471639e-05,4.89433052466805e-05,0.000423188307786021,0.000165685294501824,0.000149048078213463,3.12707496465404
"430",430,0.293400878936003,0.5545,9.08744051680391,0.0287318657636536,8.933722,0.0868984669982786,0.0353569186207801,0.695505178597417,"AMES19907_pred",430,214,0.000148047500636279,5.8770571797143e-05,5.2504041641566e-05,0.00051580137888282,0.00020475821503514,0.000182925459458952,5.16818372496397
"431",431,0.252943248818667,0.6489407,12.0219453667145,0.0329395483927038,8.833333,0.0711391594208835,0.00980392012209244,1.12200016554728,"PI629263_obs",431,215,9.95113143559629e-05,4.25306310009187e-05,3.92667242060926e-05,0.000405748893132349,0.000173415018830058,0.000160106717378521,1.43529357097122
"432",432,0.304075993963395,0.5545,8.83610531209985,0.0283409938192659,9.619483,0.0857975894684394,0.0406135494994577,0.675467678597417,"PI629263_pred",432,216,0.000153603957417923,6.09103821235249e-05,5.41632452645041e-05,0.000535160220182793,0.000212213370388334,0.000188706168440061,5.49333018201113
"433",433,0.210345131104922,0.446031029038193,7.5,0.0314247863911028,6.94138932646243,0.080124600964244,0.195,0.486,"NSL_6547",433,1,0.000127831001474836,5.20261845685815e-05,4.69906972770306e-05,0.000358245820224902,0.000145803153764798,0.000131691222745085,2.39953149855599
"434",434,0.305913560565782,0.557948983947231,8,0.0315044279226811,10.0951474986708,0.0840412954997847,0.0073,0.684,"PI_217404",434,2,0.000153547619582962,6.10221463730859e-05,5.44273458722171e-05,0.000538291407539653,0.00021392514681422,0.000190805775418574,4.27673375808046
"435",435,0.276395319577068,0.552790639154137,10,0.0276395319577068,9.12104554604326,0.0851989846112716,0.0913,0.72,"PI_490825",435,3,0.000137641629609058,5.52980277503115e-05,4.96021225350943e-05,0.000478068748149882,0.000192065866822672,0.000172282358856706,4.8801227180548
"436",436,0.274082347369134,0.539679113787229,10.8,0.0245922931868606,9.04471746318142,0.0887874473834955,0.0687,0.679,"PI_516002",436,4,0.000143417322590105,5.63985202348121e-05,5.04053986152098e-05,0.000486314355391872,0.00019124196099684,0.000170919861653569,6.53082782676945
"437",437,0.347331897273568,0.659884781078808,10.7,0.0292105498883401,11.4619526100278,0.089431806457767,0.1109,0.989,"PI_516008",437,5,0.000130857700965309,5.50567507516603e-05,4.95285715063257e-05,0.000542559368100244,0.000228275108588317,0.000205354291426103,7.30200041250802
"438",438,0.321637549129034,0.563907418197001,9.3,0.0260505235556953,10.6140391212581,0.0929353557062553,0.1551,0.674,"PI_516018",438,6,0.000160030441298796,6.34839474062296e-05,5.59789713790886e-05,0.000567009426365258,0.000224932183589993,0.000198341041820354,9.49619430022807
"439",439,0.164488116061989,0.370823233942262,8.3,0.0248596527566595,5.42810783004562,0.0612619501324817,0.0075,0.347,"PI_516025",439,7,0.000149297990462096,5.51870148872424e-05,4.93925366668208e-05,0.000347857016368438,0.00012858304577,0.000115082194894988,0.567519115166051
"440",440,0.363015554597994,0.654070704917301,11.2,0.0259870669927952,11.9795133017338,0.0886852372405999,0.0068,0.93,"PI_516049",440,8,0.0001526026548952,6.114283231465e-05,5.43129659699038e-05,0.000627143110483999,0.00025127548447925,0.00022320714171958,8.27523328119379
"441",441,0.31362039925807,0.575639289414236,9.8,0.0267366214445067,10.3494731755163,0.0830022664245856,0.072,0.732,"PI_516052",441,9,0.000148747097862704,5.94398103490949e-05,5.29316373358982e-05,0.000537995691825152,0.000214984778528141,0.000191445703863408,4.97406016765821
"442",442,0.296937431916069,0.563625111586969,10.7,0.0249240822122337,9.79893525323027,0.0875571508748042,0.0217,0.721,"PI_516060",442,10,0.000146123810040416,5.75023629351791e-05,5.13488544368293e-05,0.000517477164953581,0.000203636626649676,0.000181844831518115,6.82194883407031
"443",443,0.267618617422916,0.500191533855242,8.8,0.0264287405036734,8.83141437495622,0.0898532813089442,0.0632,0.561,"PI_516061",443,11,0.00015317742382551,5.94480914936669e-05,5.28807914592068e-05,0.000481405409639318,0.000186833229878477,0.000166193544966979,6.40608882541272
"444",444,0.21704806646271,0.473045293800926,9.7,0.0263914667358986,7.16258619326943,0.0884395383558856,0.0139,0.555,"PI_516074",444,12,0.000133061054044522,5.15907165734848e-05,4.65985850016755e-05,0.000395488221610612,0.000153339539475147,0.00013850177006502,4.67445054455396
"445",445,0.328492087296338,0.575362739175159,9,0.0274300724309801,10.8402388807792,0.0975389648924952,0.0771,0.702,"PI_492020",445,13,0.000158493007394593,6.27681798534389e-05,5.55455229361057e-05,0.000572969768347118,0.000226913919177875,0.000200803214807985,11.5714660586171
"446",446,0.302775902642419,0.545545363450047,8.8,0.0275874387281396,9.99160478719983,0.0814027557499702,0.1571,0.647,"Ames_16950",446,14,0.000150144725292974,6.01612717386366e-05,5.34238556881305e-05,0.000514660475752665,0.000206218557957833,0.000183124295118222,4.30183123024505
"447",447,0.259772392434153,0.463529042427827,8.2,0.0248483719504481,8.57248895032705,0.092010845212891,0.0729,0.462,"PI_240318",447,15,0.000171557236004268,6.48229989472001e-05,5.69967816299823e-05,0.000499649962368479,0.000188793021728181,0.000165999642217578,7.80069701988328
"448",448,0.282658418293408,0.547292977205945,10.1,0.0262014414764888,9.32772780368248,0.0834357578920487,0.0351,0.69,"PI_471893",448,16,0.000148045952121468,5.82289358526532e-05,5.19602150119705e-05,0.000509092010124144,0.00020023435680494,0.00017867783568458,4.72599919641281
"449",449,0.267618617422916,0.539973939875206,10.2,0.0267015022012049,8.83141437495622,0.0874133698282769,0.0173,0.691,"PI_235282",449,17,0.000143237044295105,5.60803236492696e-05,5.02648552820403e-05,0.000485968388047169,0.00019026687278502,0.000170536405697615,5.66571865108289
"450",450,0.301194816626018,0.57175541371355,9.8,0.0276082241926054,9.93942894865858,0.0898348024840476,0.1207,0.742,"PI_485717",450,18,0.000140508894858126,5.69908222901744e-05,5.09558187937433e-05,0.000504770506962234,0.00020473640682074,0.000183055987389015,7.15983573131774
"451",451,0.321142340907499,0.625207597709509,10,0.030406525680201,10.5976972499475,0.0917061212173626,0.1443,0.904,"PI_485104",451,19,0.000130343368045985,5.47334952303336e-05,4.9261685005301e-05,0.00051202722598659,0.000215009326147309,0.000193514440349513,7.74866814293297
"452",452,0.280397114620312,0.53195628468643,9.5,0.0264799126385387,9.25310478247029,0.0901026003940306,0.0115,0.642,"NSL_6549",452,20,0.000145638916335681,5.72390632886635e-05,5.11956405677932e-05,0.000486780588366357,0.000191314695317933,0.00017111528061595,6.54430499334834
"453",453,0.369102467191243,0.686134332085071,11.8,0.0268671071943922,12.180381417311,0.101728399694615,0.0367,1.051,"PI_583917",453,21,0.000138147294452029,5.69405534726668e-05,5.09785214497409e-05,0.000595568065727449,0.000245476941316013,0.000219773970484889,15.3398458816131
"454",454,0.293161507141752,0.530158117452036,9.3,0.0254835064849768,9.67432973567782,0.0917771576692239,0.0523,0.613,"PI_467154",454,22,0.000162481592013103,6.27096578350573e-05,5.54483816696463e-05,0.000541239456776024,0.000208890993254914,0.000184703089144824,8.45966772074902
