"","X","r_stele","radius","CF","OneC","nX","X_size","aerenchyma","TCA","Accession","id","rep","kr1_new","kr2_new","kr3_new","Kr1","Kr2","Kr3","Kx"
"45",45,0.244626774091784,0.507143360438154,9.7,0.0270635656027185,8.07268354502887,0.077417277310903,0.1026,0.62,"PI_444125",45,45,0.000133604717033588,5.32624468084505e-05,4.79301652851724e-05,0.000425728185694365,0.000169719493060291,0.000152728307502479,2.81904059369718
"46",46,0.279259596281003,0.563907418197001,10.4,0.0273699828765382,9.2155666772731,0.0788497450342763,0.1188,0.754,"PI_444165",46,46,0.000137070627136978,5.51693679536939e-05,4.94694076558087e-05,0.0004856597097008,0.000195472507745895,0.000175276780029477,3.40229291025462
"47",47,0.279828933459734,0.541151637980601,9.4,0.0278002877149858,9.23435480417124,0.0787694907368808,0.0815,0.674,"PI_444173",47,47,0.000148586763898772,5.87840142590138e-05,5.24070280588104e-05,0.0005052181798691,0.000199874820004634,0.00017819207198199,3.34725022700215
"48",48,0.289885856765246,0.564189583547756,10.2,0.0268925222335794,9.56623327325312,0.093725236206569,0.0915,0.736,"PI_584439",48,48,0.000144043422777278,5.76628213467277e-05,5.14911189539321e-05,0.000510620638798395,0.000204409379500168,0.000182531264154662,8.76793754641996
"49",49,0.32752165064914,0.638058260999,11.9,0.0260955134747781,10.8082144714216,0.0939958574653182,0.0685,0.942,"PI_584440",49,49,0.000135928455473247,5.5519099000004e-05,4.98042569648739e-05,0.000544942382778914,0.000222578193752487,0.000199667173208728,10.1873837282267
"50",50,0.257927831403306,0.519851029978818,10.2,0.0256787449583836,8.5116184363091,0.0713162411016402,0.0195,0.64,"PI_444408",50,50,0.000145877377436282,5.65902289717711e-05,5.0614729809659e-05,0.000476482247033155,0.000184841816698877,0.000165323922163437,2.18878638924232
"51",51,0.341789011276622,0.669224932186924,10.6,0.030890181217953,11.2790373721285,0.0991011439752485,0.1763,1.04,"PI_444498",51,51,0.000120070636637315,5.20054822854901e-05,4.70472049362186e-05,0.000504880728805586,0.000218675993844313,0.000197827110621665,11.2335174404297
"52",52,0.307470382633167,0.58577987103188,10.9,0.025532980587038,10.1465226268945,0.0923742449501556,0.141,0.781,"PI_444499",52,52,NA,NA,NA,NA,NA,NA,NA
"53",53,0.320646367884254,0.566441846329578,8,0.0307244348056655,10.5813301401804,0.0870673250025891,0,0.685,"PI_444642",53,53,0.000160499683899208,6.34568991204157e-05,5.63159957512182e-05,0.000571227858318469,0.000225846853398476,0.000200431956378445,6.12726862813959
"54",54,0.318654756268644,0.560226336204589,10,0.0241571579935945,10.5156069568653,0.0859414752281545,0.0028,0.667,"PI_444897",54,54,0.00016522077380933,6.35973542400472e-05,5.61300188675912e-05,0.000581578096023343,0.00022386306115315,0.000197577996701796,6.9236791272395
"55",55,0.291528282694959,0.548745070437873,9,0.0285796430825459,9.62043332893366,0.0891114206463691,0.1467,0.679,"PI_444954",55,55,0.000143779330611344,5.80569430854056e-05,5.18171610683251e-05,0.000495732004115492,0.000200172616092819,0.0001786586778138,6.58068954043476
"56",56,0.274662416478044,0.539384126548033,9.5,0.027865443165262,9.06385974377545,0.0803854388186362,0.0778,0.677,"PI_445067",56,56,0.00013780683605121,5.52884743496348e-05,4.96062169313728e-05,0.00046703431544009,0.000187375427152345,0.000168117970268957,3.68152742796107
"57",57,0.274662416478044,0.534046494249964,9.5,0.0273035871338863,9.06385974377545,0.0846415405102087,0.0817,0.659,"PI_445082",57,57,0.000138786690474698,5.53917157886105e-05,4.96904893172613e-05,0.000465700556053555,0.000185867627185902,0.000166737087154914,4.77961134966894
"58",58,0.178412411615277,0.382235840494269,8.5,0.0239792269269402,5.88760958330414,0.070526036173638,0.0076,0.359,"PI_445251",58,58,0.000155824624990507,5.70665770369334e-05,5.09027553769642e-05,0.000374237553329147,0.000137054436476086,0.000122251041073564,1.41368956642973
"59",59,0.306952319278422,0.577571433435391,8.7,0.0311056453053988,10.1294265361879,0.0861169491218496,0.1455,0.752,"PI_445355",59,59,0.000136947907800113,5.69689779111576e-05,5.10629135464936e-05,0.000496982361197657,0.000206739756832422,0.000185306718091734,5.16667339609301
"60",60,0.24785844353879,0.515855662806612,10.8,0.0248145573396131,8.17932863678007,0.0727504508063177,0.0245,0.643,"PI_445298",60,60,0.000137454519764221,5.36339548942704e-05,4.82189312800055e-05,0.000445519887860445,0.000173839271425888,0.000156288006341792,2.16588742735887
"61",61,0.340856433791536,0.617007798877627,10.3,0.0268108121442807,11.2482623151207,0.0902773057928585,0.0221,0.831,"PI_471823",61,61,0.000154999754005578,6.16279894962037e-05,5.4702936132428e-05,0.000600899068465222,0.000238917808078074,0.00021207093891972,8.05978489079754
"62",62,0.245924537968297,0.487297829969627,9.2,0.026236227391449,8.11550975295379,0.070855268235138,0.0371,0.557,"PI_471857",62,62,0.000152140296242822,5.86994004739762e-05,5.2305820927466e-05,0.000465820506544096,0.000179724800975681,0.00016014905058913,1.77443807378159
"63",63,0.310560614878462,0.601067151671594,9.5,0.0305796354519086,10.2485002909893,0.0803760338667817,0.0925,0.832,"PI_498451",63,63,0.000130053125641769,5.4067514045035e-05,4.8731477083941e-05,0.000491160753645901,0.000204192254627296,0.00018404009048391,3.52181713937836
"64",64,0.343646573930523,0.652121160476751,10.4,0.0296610179371373,11.3403369397073,0.0953640286606318,0.1457,0.965,"PI_486516",64,64,0.00013569372018707,5.67424611900275e-05,5.08346771184145e-05,0.000555991190463412,0.000232496452329366,0.000208289909134525,9.94687994461488
"65",65,0.303825388987325,0.600802306031209,9.8,0.0303037670452943,10.0262378365817,0.0887323334993506,0.1315,0.843,"PI_483878",65,65,0.000129057938768091,5.38669124351436e-05,4.85497740811467e-05,0.000487187552690294,0.0002033450207772,0.000183273077534294,6.12373913525898
"66",66,0.295325090052232,0.607388803063584,10.6,0.0294399729255993,9.74572797172364,0.0783604363710219,0.1214,0.885,"PI_498570",66,66,0.000122253258200026,5.11926332386019e-05,4.63406062833105e-05,0.000466559559673006,0.000195368309801814,0.000176851342703248,3.17183965211177
"67",67,0.260384342380926,0.52955737151693,9.8,0.0274666356261228,8.59268329857056,0.0825599787560678,0.0721,0.668,"PI_504118",67,67,0.00013679011260634,5.45082441546533e-05,4.89900140580486e-05,0.000455142712340971,0.000181365667567577,0.000163004821409652,4.02260373138618
"68",68,0.204980255088778,0.383897743289922,8,0.0223646860251431,6.76434841792966,0.0788132151449115,0.0193,0.331,"PI_489682",68,68,0.000172870527263131,6.2898540460616e-05,5.54248938145079e-05,0.000416981112922999,0.000151717610964293,0.000133690422955872,3.13066995009394
"69",69,0.312603798854754,0.564471607851072,11.3,0.0222891866368423,10.3159253622069,0.0929501261854164,0.0304,0.694,"PI_484975",69,69,0.000162987193797758,6.25428162648695e-05,5.51842857827326e-05,0.000578063373683804,0.000221819337626107,0.000195720986849314,9.53940539168837
"70",70,0.326548330070098,0.576744164306897,9.9,0.0252723064885655,10.7760948923132,0.0841976520742649,0.0597,0.71,"PI_498609",70,70,0.000157445459069123,6.18265352497652e-05,5.47643293110536e-05,0.000570549352415065,0.000224046408561925,0.000198454454060495,5.96631937294672
"71",71,0.304871262610412,0.592801918305689,11,0.0261755141541161,10.0607516661436,0.0885800027514172,0.0858,0.812,"PI_483911",71,71,0.000139962392482128,5.64711980569786e-05,5.05296655832104e-05,0.000521315726311765,0.000210337384983817,0.00018820705224202,6.73558790009163
"72",72,0.279259596281003,0.527449372475343,9.1,0.0272736017795978,9.2155666772731,0.0752637693523821,0.0259,0.629,"PI_503560",72,72,0.000154256704145925,6.03943492249526e-05,5.37035233319108e-05,0.000511216304195492,0.000200150626684369,0.000177976813857274,2.7558097986301
"73",73,0.267023247124982,0.496358592054428,9.2,0.0249277548836354,8.8117671551244,0.0961642258950318,0.0438,0.55,"PI_438943",73,73,0.000162446285719326,6.20687483970624e-05,5.49010291130796e-05,0.000506623345135812,0.000193574613307221,0.000171220553904964,9.45819190986497
"74",74,0.298541066072092,0.552790639154137,9.8,0.0259438339879637,9.85185518037905,0.0944323059929197,0.0332,0.68,"PI_629130",74,74,0.00015099991233843,5.9265353224673e-05,5.27695744398416e-05,0.000524465884830129,0.000205845522937019,0.000183283825282441,9.4650643568822
"75",75,0.287127603203875,0.552214515350757,8.8,0.0301235127439639,9.47521090572787,0.0867470330894083,0.1149,0.699,"PI_620780",75,75,0.000138942835860145,5.66169643834048e-05,5.07554964102131e-05,0.000482085251487718,0.000196441963662799,0.000176104626768455,4.81617059126185
"76",76,0.305392856255432,0.556520906396901,9.2,0.0272965271892902,10.0779642564292,0.0933669555480028,0.0857,0.68,"PI_629147",76,76,0.00015620815454085,6.18368826770685e-05,5.47958287945079e-05,0.000546216800199954,0.00021622651064209,0.000191605888670899,8.32605720854332
"77",77,0.262211623342099,0.530458235289519,10,0.026824661194742,8.65298357028927,0.0874729536964939,0.1088,0.668,"PI_629157",77,77,0.000139167552493108,5.55185914007943e-05,4.97471331582619e-05,0.000463840914211699,0.000185041654679998,0.00016580557256464,5.66987542889872
"78",78,0.281530036869539,0.52654336086032,10.3,0.0237877013583283,9.29049121669478,0.098642687300857,0.022,0.623,"PI_620796",78,78,0.000159181220165938,6.09685051187723e-05,5.4041667512844e-05,0.000526630295130858,0.000201706343316853,0.000178789804990718,10.7163050689931
"79",79,0.267618617422916,0.524423246684198,10.6,0.0242268518171021,8.83141437495622,0.0874133698282769,0.017,0.639,"Ames_19467",79,79,0.000144137575767114,5.59405126045975e-05,5.00606442137571e-05,0.000474940293933156,0.000184326698696016,0.000164952247537311,6.11251524335721
"80",80,0.339452763722042,0.610264341769233,10.2,0.0265501547105089,11.2019412028274,0.0891984761276411,0.061,0.808,"Ames_19924",80,80,0.000153806697289808,6.13284991447723e-05,5.4425887650739e-05,0.000589757006963134,0.000235158239104578,0.000208690838356222,7.58462346977904
"81",81,0.370393791720668,0.678905527444083,11.8,0.0261450623494419,12.2229951267821,0.0951975707749892,0.0994,1.017,"Ames_19926",81,81,0.000139277790569747,5.74682460178843e-05,5.13463178660251e-05,0.000594115771907906,0.000245141678392802,0.000219027435377974,11.7093594055237
"82",82,0.316147598854887,0.589841254575232,11.2,0.0244369335464594,10.4328707622113,0.0841331486102343,0.0155,0.779,"PI_620801",82,82,0.000151645807477432,5.93931554009907e-05,5.28326103444327e-05,0.000562011782957417,0.000220115898471808,0.000195801981155252,5.56558331011116
"83",83,0.302775902642419,0.541445662255476,9.9,0.0241080565265714,9.99160478719983,0.0910110477063726,0.0074,0.633,"PI_620804",83,83,0.000163052043147195,6.26855413880287e-05,5.5419910528239e-05,0.000554703610009565,0.000213256426795912,0.00018853872569183,8.20430737987592
"84",84,0.229174892211877,0.437019372236832,9,0.0230938311138838,7.56277144299194,0.0860678411697205,0.0016,0.435,"Ames_19532",84,84,0.000163985238747112,6.10285018245854e-05,5.40326933764752e-05,0.000450282754032912,0.000167576558024561,0.000148366951606512,5.35116979388576
"85",85,0.207296489682801,0.426700427580203,8.9,0.0246521278536407,6.84078415953244,0.0639901982745469,0.0125,0.437,"Ames_19540",85,85,0.00014831456831443,5.56964027936192e-05,4.9842974804747e-05,0.000397636972416243,0.000149324164396165,0.000133630902363961,0.978132401944734
"86",86,0.274082347369134,0.535237234845831,9.9,0.0263792815633028,9.04471746318142,0.0926664390228176,0.0116,0.664,"PI_628446",86,86,0.000146146838549173,5.7339315721344e-05,5.12676609155109e-05,0.000491491047823465,0.00019283181658344,0.000172412873470024,7.76000842999646
"87",87,0.27174968922639,0.506515318883975,9,0.026085069961954,8.96773974447086,0.0799318414430852,0.0965,0.574,"PI_629191",87,87,0.000154358546920721,6.02785383040714e-05,5.34901666917049e-05,0.000491250646050447,0.00019183823296847,0.000170234039312007,3.64712743684191
"88",88,0.366940161137676,0.654313989547219,12.7,0.0226278605046885,12.1090253175433,0.101511092900948,0.1074,0.921,"PI_629202",88,88,0.000149427676925091,5.98907913037567e-05,5.31142582487981e-05,0.000614323485894974,0.000246221586548363,0.000218362066181921,17.1679179990972
"89",89,0.257310039303227,0.50995997589238,9.9,0.0255201956150659,8.49123129700651,0.08305172163279,0.0822,0.61,"Ames_19962",89,89,0.000142945906890384,5.60721306817819e-05,5.01733808204605e-05,0.000458023419289243,0.000179664808740533,0.000160764193537286,4.14772758511059
"90",90,0.408794190573313,0.791073470821347,13.3,0.028742803026168,13.4902082889193,0.105084500098451,0.0539,1.441,"PI_620829",90,90,NA,NA,NA,NA,NA,NA,NA
"91",91,0.304871262610412,0.601067151671594,10.7,0.0276818587907646,10.0607516661436,0.084184833675161,0.0641,0.844,"Ames_19617",91,91,0.000132865631732045,5.4239386590774e-05,4.8821035170692e-05,0.00050178250997907,0.000204841351284371,0.000184378317013774,5.00830804516782
"92",92,0.340389186918298,0.648940659398959,11.6,0.0265992648690225,11.2328431683038,0.0993047078221118,0.058,0.96,"Ames_19946",92,92,0.000134557756455722,5.52679452636874e-05,4.96089122974961e-05,0.000548647736006555,0.00022535031678114,0.000202276094182095,12.6171818301189
"93",93,0.244626774091784,0.470346011886711,9.4,0.0240126848718008,8.07268354502887,0.0851775239081559,0.0406,0.506,"PI_620839",93,93,0.000160043123967855,6.04098801693377e-05,5.35672353663825e-05,0.000472970827206461,0.000178527576110509,0.000158305705326584,4.83724828195758
"94",94,0.246570858499345,0.498917158449902,9.8,0.0257496224439344,8.13683833047839,0.0820278717117993,0.0298,0.591,"PI_628460",94,94,0.000142634259992854,5.54473852243162e-05,4.96993589771696e-05,0.000447128303468087,0.000173815851032789,0.000155797001814478,3.88640583289007
"95",95,0.29907369997652,0.56221145219615,9.4,0.0279933778957054,9.86943209922514,0.0849968813345199,0.083,0.712,"Ames_19897",95,95,0.000152503113782728,6.07210786273938e-05,5.39569003186152e-05,0.000538714006606234,0.000214495919076246,0.000190601603034197,5.14042050005345
"96",96,0.234664889384407,0.484677930180071,9.3,0.0268831226662004,7.74394134968542,0.0821043108451217,0.0259,0.565,"Ames_19907",96,96,0.000145852063221213,5.61743021120928e-05,5.02810661826713e-05,0.000444166387428719,0.000171068795904622,0.000153121999299721,3.69799891422619
"97",97,0.306433380075047,0.58223708984033,11.2,0.0246253312290432,10.1123015424766,0.0911595182345049,0.0104,0.77,"Ames_19970",97,97,NA,NA,NA,NA,NA,NA,NA
"98",98,0.296937431916069,0.575915706856055,9.8,0.0284671709122435,9.79893525323027,0.0933045916762095,0.0593,0.764,"Ames_19981",98,98,0.000139106462756438,5.61697246890642e-05,5.04014177295538e-05,0.000503368574486323,0.000203254929251768,0.000182381819592642,8.37368781006082
"99",99,0.290981837448471,0.557378191998377,11,0.0242178504136278,9.60240063579954,0.080605223851107,0.067,0.709,"PI_620843",99,99,0.000146608768827996,5.74740386388204e-05,5.12592579957988e-05,0.000513440103794161,0.000201280432269413,0.000179515583932445,4.62542629596261
"100",100,0.244626774091784,0.463529042427827,9,0.0243224742595604,8.07268354502887,0.0794284505983597,0.0459,0.487,"Ames_19688",100,100,0.000159164946581968,6.03100753569845e-05,5.34871901577166e-05,0.000463558176981138,0.000175649407651962,0.000155778171600025,3.41926501589971
"101",101,0.233304501751313,0.43409613292542,8.7,0.0230794978361043,7.69904855779331,0.0680480282434383,0.0155,0.421,"Ames_19879",101,101,0.000163191382724268,6.0828955577587e-05,5.38565366688601e-05,0.000445105548034746,0.000165911368337936,0.000146894050832021,1.68223896276906
"102",102,0.344109397808851,0.602125369307205,10.7,0.0241136421961078,11.3556101276921,0.105357976229255,0.0824,0.767,"PI_620849",102,102,0.000155464558501325,6.14649830175335e-05,5.44250081267775e-05,0.0005881636654398,0.000232538335787185,0.000205904243256597,18.4650515718157
"103",103,0.376784035274812,0.708277050754614,10.8,0.0306937977296113,12.4338731640688,0.0960004121570356,0.1151,1.131,"PI_628480",103,103,0.000128478116801223,5.51124489089816e-05,4.96173458524857e-05,0.000571757935296647,0.000245263401907532,0.000220808896688675,10.837313614123
"104",104,0.309533965408194,0.54990398423234,10,0.0240370018824146,10.2146208584704,0.0907017990800842,0.0475,0.65,"PI_629245",104,104,0.000161794450512684,6.25014775477066e-05,5.52177135240456e-05,0.000559023874691944,0.00021595189477745,0.000190785407460077,7.99204531235818
"105",105,0.289885856765246,0.525635787601577,9.3,0.0253494549286378,9.56623327325312,0.093725236206569,0.0231,0.604,"PI_629246",105,105,0.000164283449714039,6.30906940221911e-05,5.57696941239608e-05,0.000542573537477142,0.000208367556787328,0.000184188731594853,9.17804107170956
"106",106,0.303301099745971,0.573423153027374,10.1,0.026744757750634,10.008936291617,0.0930069822378037,0.0586,0.744,"PI_503574",106,106,NA,NA,NA,NA,NA,NA,NA
"107",107,0.278117425456696,0.535831612857789,10.2,0.0252660968040286,9.17787504007098,0.0873504876591152,0.0745,0.659,"PI_620857",107,107,0.000149065502062495,5.83637140086974e-05,5.19872162046633e-05,0.000501863195951657,0.000196494827003859,0.000175026884907038,5.79898486140622
"108",108,0.296937431916069,0.552502652346806,10.8,0.0236634463361793,9.79893525323027,0.0946869572195765,0.0209,0.682,"PI_620858",108,108,0.000153995196329859,5.97746342012592e-05,5.30980762881107e-05,0.000534590712471858,0.000207506240759277,0.000184328726546403,10.2188292704595
"109",109,0.310560614878462,0.601331880665566,10,0.0290771265787103,10.2485002909893,0.0978070731624902,0.0345,0.833,"PI_629255",109,109,0.000138706190108883,5.6163854632624e-05,5.04320712300627e-05,0.000524070773660924,0.000212202748312774,0.000190546467797252,10.0627214919292
"110",110,0.329459665495903,0.616491690214431,11.2,0.0256278593498685,10.8721689613648,0.0979949936255609,0.0428,0.854,"PI_474205",110,110,0.000147274699062453,5.87426505994436e-05,5.23551641426743e-05,0.000570473190382844,0.000227541509249994,0.000202799379062546,12.0876898381699
"111",111,0.383897743289922,0.69006636617861,12.5,0.024493489831095,12.6686255285674,0.0997488522209315,0.0137,1.033,"PI_515463",111,111,0.000152389002939611,6.09286283215745e-05,5.40829378494515e-05,0.000660730502372148,0.00026417525164669,0.000234493605218945,16.1635688739903
"112",112,0.256690760332437,0.50209703231304,8.6,0.0285356130210004,8.47079509097042,0.078502755229451,0.1131,0.585,"PI_583894",112,112,0.000140491858285929,5.61556887947166e-05,5.02811676385674e-05,0.000443219316592505,0.000177158209123557,0.000158625453674928,2.94579628871873
"113",113,0.310560614878462,0.594945874375455,9.3,0.030579060160967,10.2485002909893,0.09523275110034,0.1617,0.809,"PI_586644",113,113,NA,NA,NA,NA,NA,NA,NA
"114",114,0.243975303496827,0.46387227019972,8.6,0.0255694147328946,8.05118501539529,0.0814985348291678,0.0181,0.489,"Ames_19802",114,114,0.000154702309406785,5.90704157014593e-05,5.25905527634615e-05,0.000450894644398381,0.00017216636380094,0.000153280184878451,3.71641119393176
"115",115,0.292073705590311,0.534344428161144,9.1,0.0266231563264651,9.63843228448028,0.0836738580241042,0.0233,0.629,"PI_629262",115,115,0.000159367419141351,6.18008154619313e-05,5.47979538877322e-05,0.000535057792075193,0.000207489134527419,0.000183977831700988,5.27507796338508
"116",116,0.252943248818667,0.444959266906891,7.7,0.0249371452062629,8.347127211016,0.0790821506601332,0.0272,0.421,"PI_629263",116,116,0.000171288650883814,6.41330585836329e-05,5.65014917521859e-05,0.000478882220345022,0.000179300737868965,0.000157964696922308,3.38200258627082
"117",117,0.286016853960102,0.555948648244117,10.5,0.025707789931811,9.43855618068336,0.0813018291794156,0.1594,0.714,"PI_479123",117,117,0.000143879909563331,5.7477313747427e-05,5.12509181037557e-05,0.000502590995147626,0.000200775635753485,0.000179026036436715,4.33391388850944
"118",118,0.247215489294841,0.50209703231304,10,0.0254881543018199,8.15811114672976,0.0749568799217926,0.1257,0.599,"NSL_6544",118,118,0.000139151351631553,5.47992840616493e-05,4.90973629526155e-05,0.000438990328162224,0.000172879065932288,0.000154890823709262,2.40671892388714
"119",119,0.317152840179743,0.663012784808721,11.3,0.0306070747459272,10.4660437259315,0.0942378169439195,0.0086,1.065,"PI_390842",119,119,0.000125835768674717,5.25576400340439e-05,4.75644868586842e-05,0.00052421069554464,0.000218946308578211,0.000198145670360771,8.19900046108685
"120",120,0.155536334500875,0.35188427888369,9,0.0218164382647572,5.13269903852888,0.0545598016140992,0.0077,0.313,"PI_571573",120,120,0.000147045913668141,5.35011504082356e-05,4.79671304145695e-05,0.000325111770257935,0.000118288589503498,0.000106053125137967,0.370095142263847
"121",121,0.243975303496827,0.514310718747656,9.5,0.0284563595000872,8.05118501539529,0.0824630481040919,0.0867,0.644,"PI_571394",121,121,0.000128580396852422,5.17318125054334e-05,4.67421205739324e-05,0.000415508780546294,0.000167171846220485,0.000151047609085495,3.44465721994349
"122",122,0.243322088660658,0.491525384505721,9.7,0.025587968643821,8.02962892580171,0.0654318506020429,0.003,0.574,"PI_571401",122,122,NA,NA,NA,NA,NA,NA,NA
"123",123,0.223550111006135,0.457306893915618,9.3,0.0251351379472563,7.37715366320244,0.069516782021095,0.0237,0.5,"PI_571402",123,123,0.000152471583225503,5.78836301813486e-05,5.16115691248384e-05,0.000438103302232917,0.000166319578974741,0.000148297790241822,1.53531141293624
"124",124,0.248499734244637,0.524423246684198,10.7,0.02578724415323,8.20049123007303,0.0797860662797863,0.0278,0.67,"PI_571479",124,124,0.000132600364279989,5.21780606072194e-05,4.70711110226048e-05,0.000436924623240056,0.00017192923711784,0.00015510159086453,3.37351305473044
"125",125,0.240691502312504,0.495395722879904,10,0.02547042205674,7.94281957631262,0.0780475920957942,0.0067,0.589,"PI_571954",125,125,0.00014345645710754,5.5472597460451e-05,4.97345315125469e-05,0.000446531624402929,0.000172667508687297,0.000154806842389592,3.07554138695816
"126",126,0.229174892211877,0.503047074850966,11.7,0.0234078788580418,7.56277144299194,0.0767624086691834,0.0145,0.631,"PI_571423",126,126,0.000132850466334644,5.1425254374433e-05,4.63845235510818e-05,0.000419905515869789,0.000162541755122168,0.00014660932571384,3.00930908738586
"127",127,0.278117425456696,0.553941089179323,10.8,0.0255392281224654,9.17787504007098,0.0781286513094152,0.0326,0.72,"PI_571581",127,127,0.000139862718311498,5.53950070615413e-05,4.9657628620278e-05,0.000486794220851298,0.000192803126001866,0.000172834097072916,3.43529607253403
"128",128,0.254198558011861,0.515547044374677,11,0.0237589533057105,8.38855241439142,0.0807877989222427,0.0037,0.632,"PI_571582",128,128,0.000145451209148344,5.60847362293719e-05,5.01717275022856e-05,0.000471156845777981,0.000181674030575922,0.000162520153772668,3.73209969027464
"129",129,0.276970544589661,0.530158117452036,10.6,0.0238856200813561,9.14002797145882,0.0883233047371912,0.0013,0.642,"PI_571584",129,129,0.000149814816575309,5.80128668799003e-05,5.17288219828751e-05,0.000499045392992463,0.00019324559888338,0.000172312931962269,6.54611201165612
"130",130,0.25104851615652,0.540563109652074,11.3,0.0256207604863322,8.28460103316516,0.0831621132740244,0.0034,0.72,"PI_571427",130,130,0.000136114836385897,5.34555719416594e-05,4.81226229239832e-05,0.000462308350574195,0.000181559615024518,0.000163446476666342,4.110699832771
"131",131,0.226379971895904,0.436290398631355,8.8,0.023853457583574,7.47053907256483,0.0726875340409113,0.0024,0.437,"PI_571891",131,131,0.000160186421796684,5.98059284931861e-05,5.30933803863546e-05,0.000439117984420081,0.00016394559839555,0.000145544534423125,1.92951061387087
"132",132,0.201850601761613,0.437747131895392,9.3,0.0253652182939548,6.66106985813322,0.070496854417534,0.0066,0.475,"PI_572037",132,132,0.000146781900335348,5.55623261787716e-05,4.97686567148469e-05,0.000403715741639606,0.000152821197090624,0.000136886020075615,1.63894310025747
"133",133,0.23936536824086,0.480390120093293,9.2,0.0261983425926558,7.89905715194837,0.0718195071355286,0.0026,0.545,"PI_572038",133,133,0.000151083927843901,5.77996918547172e-05,5.16044688781549e-05,0.000456028727924529,0.000174461442240036,0.000155761904218166,2.01313268180389
"134",134,0.226379971895904,0.485334230995512,8.9,0.0290959841684953,7.47053907256483,0.0726875340409113,0.1722,0.579,"PI_571437",134,134,0.000128500412199288,5.18487637345697e-05,4.68220336645161e-05,0.000391854927819227,0.000158109948621928,0.000142781212199567,1.5873946850997
"135",135,0.294245287204385,0.578672619246278,11.3,0.0251705603576896,9.71009447774471,0.0742109475331768,0.0586,0.78,"PI_571975",135,135,0.000144114584968914,5.71600346432322e-05,5.1075677473342e-05,0.000523987271368629,0.000207828587165582,0.00018570642852237,3.00031662163915
"136",136,0.33473135487536,0.639304226374257,11.4,0.0267169185525348,11.0461347108869,0.085889461265523,0.0144,0.931,"PI_571629",136,136,0.000145244334956437,5.84975648702963e-05,5.22366253294157e-05,0.000583427164690414,0.000234976933343436,0.000209827572401203,6.40873972512998
"137",137,0.296937431916069,0.57147698398498,11.6,0.0236672027645613,9.79893525323027,0.0868119700818635,0.0017,0.75,"PI_571749",137,137,0.000145636775270443,5.70322580108834e-05,5.09368774437488e-05,0.000522937355711257,0.000204785488686293,0.00018289883135052,6.83205015029989
"138",138,0.219961593692936,0.445316807556712,9.8,0.0229954299860996,7.25873259186688,0.072541292265599,0.0048,0.47,"PI_572049",138,138,0.000150032433327654,5.63510088917698e-05,5.03099277085848e-05,0.000419791952053032,0.000157670574942769,0.00014076758132897,2.03970258328646
"139",139,0.252943248818667,0.504941797470972,9,0.0279998387391451,8.347127211016,0.0741033418010071,0.0448,0.6,"PI_571770",139,139,0.000144579560941017,5.6763555202796e-05,5.08161657823667e-05,0.000458699315025161,0.00018009048941944,0.000161221546703175,1.98573697750509
"140",140,0.312094256871606,0.631287555320161,10.5,0.0303993617570053,10.299110476763,0.092359111494165,0.1083,0.946,"PI_571913",140,140,0.000131875094613701,5.50135236251566e-05,4.9508333890837e-05,0.000523082126567879,0.000218210959485063,0.000196374642613989,7.21748856319018
"141",141,0.318654756268644,0.59867932304611,9.3,0.0301101684706952,10.5156069568653,0.0845208571309422,0.1459,0.807,"PI_571986",141,141,0.000141897724281347,5.83995312553291e-05,5.21441973559308e-05,0.000533764342245342,0.000219676443338385,0.000196146297233171,5.34949850435996
"142",142,0.275818894925504,0.521684725372654,10.2,0.0241044931810931,9.10202353254162,0.08446390775683,0.0391,0.616,"PI_571522",142,142,0.000155798626763732,5.9862048296449e-05,5.3159353848676e-05,0.00051068325141334,0.000196218324226009,0.000174247952182809,5.17499147202658
"143",143,0.280397114620312,0.562777342074885,10.4,0.0271519449475551,9.25310478247029,0.0885622715011042,0.059,0.748,"PI_571523",143,143,0.000142272288796098,5.676696776912e-05,5.07951293798061e-05,0.000503079696955112,0.00020072994666782,0.000179613321128277,5.93973866607102
"144",144,0.223550111006135,0.461119294728351,9.3,0.0255450735185179,7.37715366320244,0.0871438980801728,0.0075,0.511,"PI_572146",144,144,0.000149345542038108,5.67484822746617e-05,5.07243907878558e-05,0.000432698536894784,0.000164417262920242,0.00014696367483928,4.47242771882929
"145",145,0.283220923164789,0.538202560777306,10,0.0254981637612517,9.34629046443803,0.0933738808092846,0.0647,0.658,"PI_503720",145,145,0.000148697577951452,5.83033876186617e-05,5.19472617899733e-05,0.000502839658512182,0.000197160276072842,0.000175666233027961,8.04292282169964
"146",146,0.28490177426065,0.616749798532298,11.6,0.0286075882992799,9.40175855060146,0.0893874438548079,0.0971,0.941,"PI_571439",146,146,0.000117004933514159,4.88776885402199e-05,4.44307529840387e-05,0.000453412050987797,0.000189408534691249,0.00017217597781881,6.00255883635738
"147",147,0.24785844353879,0.487297829969627,8.7,0.0275217685552686,8.17932863678007,0.0716726067642962,0.0788,0.553,"PI_571822",147,147,0.0001441624219349,5.6695935652014e-05,5.07370032311677e-05,0.000441393990078464,0.000173590627313233,0.000155345671918179,1.72258780989837
"148",148,0.317654267908148,0.585236223702668,10.2,0.026233525077894,10.4825908409689,0.0954446025246042,0.0831,0.759,"PI_571819",148,148,0.000152131471752559,6.06654646170628e-05,5.38714997601765e-05,0.000559409882628587,0.000223075870167338,0.000198093458314022,9.79120054575441
